Reporter Countries,Partner Countries,Value
Bahamas,Kazakhstan,13.0
Bahamas,Kenya,4.0
Bahamas,Kyrgyzstan,2.0
Bahamas,Lebanon,15.0
Bahamas,Malaysia,252.0
Bahamas,Maldives,23.0
Bahamas,Mauritius,5.0
Bahamas,Mexico,223.0
Bahamas,Mongolia,1.0
Bahamas,Netherlands,2.0
Bahamas,New Zealand,17.0
Bahamas,Norway,289.0
Bahamas,Oman,46.0
Bahamas,Pakistan,1157.0
Bahamas,Peru,7.0
Bahamas,Poland,2.0
Bahamas,Republic of Korea,13.0
Bahamas,Republic of Moldova,78.0
Bahamas,Russian Federation,269.0
Bahamas,Saint Kitts and Nevis,61.0
Bahamas,Senegal,85.0
Bahamas,Seychelles,55.0
Bahamas,Singapore,216.0
Bahamas,South Africa,15.0
Bahamas,Spain,46.0
Bahamas,Sweden,12.0
Bahamas,Switzerland,191.0
Bahamas,Thailand,12.0
Bahamas,United Kingdom,4.0
Bahamas,United States of America,1413.0
Bahrain,Australia,58.0
Bahrain,Belgium,35.0
Bahrain,Canada,155.0
Bahrain,"China, Hong Kong SAR",817.0
Bahrain,"China, Taiwan Province of",3.0
Bahrain,Croatia,1.0
Bahrain,Egypt,214.0
Bahrain,France,12.0
Bahrain,Germany,15.0
Bahrain,Ghana,11.0
Bahrain,India,814.0
Bahrain,Jamaica,10.0
Bahrain,Jordan,3852.0
Bahrain,Kenya,1.0
Bahrain,Kuwait,37391.0
Bahrain,Lebanon,649.0
Bahrain,Malaysia,2.0
Bahrain,Maldives,86.0
Bahrain,Malta,1.0
Bahrain,Mauritania,41.0
Bahrain,Mauritius,322.0
Bahrain,Morocco,2.0
Bahrain,Nepal,69.0
Bahrain,Netherlands,634.0
Bahrain,Oman,18229.0
Bahrain,Pakistan,2196.0
Bahrain,Republic of Korea,146.0
Bahrain,Seychelles,84.0
Bahrain,Singapore,845.0
Bahrain,South Africa,14.0
Bahrain,Sri Lanka,109.0
Bahrain,Sweden,2.0
Bahrain,Switzerland,6.0
Bahrain,Thailand,4.0
Bahrain,Turkey,20.0
Bahrain,United Kingdom,585.0
Bahrain,United Republic of Tanzania,1.0
Bahrain,United States of America,856.0
Bahrain,Viet Nam,25.0
Bangladesh,Algeria,190.0
Bangladesh,Armenia,3345.0
Bangladesh,Australia,2928.0
Bangladesh,Barbados,2.0
Bangladesh,Belarus,9689.0
Bangladesh,Belgium,25085.0
Bangladesh,Bolivia (Plurinational State of),69.0
Bangladesh,Bosnia and Herzegovina,1.0
Bangladesh,Brazil,3056.0
Bangladesh,Brunei Darussalam,870.0
Bangladesh,Bulgaria,2.0
Bangladesh,Burkina Faso,99.0
Bangladesh,Cabo Verde,106.0
Bangladesh,Cameroon,3.0
Bangladesh,Canada,4975.0
Bangladesh,Chile,14.0
Bangladesh,"China, Hong Kong SAR",1342.0
Bangladesh,"China, Taiwan Province of",2610.0
Bangladesh,"China, mainland",26397.0
Bangladesh,Costa Rica,6.0
Bangladesh,Croatia,593.0
Bangladesh,Cyprus,154.0
Bangladesh,Côte d'Ivoire,3651.0
Bangladesh,Denmark,1109.0
Bangladesh,El Salvador,1468.0
Bangladesh,Fiji,87.0
Bangladesh,Finland,34.0
Bangladesh,France,1485.0
Bangladesh,Georgia,7.0
Bangladesh,Germany,7435.0
Bangladesh,Ghana,323.0
Bangladesh,Greece,155.0
Bangladesh,Guyana,6.0
Bangladesh,Honduras,101.0
Bangladesh,Hungary,435.0
Bangladesh,Iceland,29.0
Bangladesh,India,71810.0
Bangladesh,Indonesia,1324.0
Bangladesh,Iran (Islamic Republic of),264.0
Bangladesh,Ireland,51.0
Bangladesh,Israel,21.0
Bangladesh,Italy,5003.0
Bangladesh,Jamaica,15.0
Bangladesh,Japan,2871.0
Bangladesh,Jordan,1374.0
Bangladesh,Kazakhstan,263.0
Bangladesh,Kenya,125.0
Bangladesh,Kuwait,8774.0
Bangladesh,Lebanon,636.0
Bangladesh,Madagascar,238.0
Bangladesh,Malaysia,22271.0
Bangladesh,Maldives,1536.0
Bangladesh,Mali,157.0
Bangladesh,Mauritania,114.0
Bangladesh,Mauritius,527.0
Bangladesh,Mexico,31.0
Bangladesh,Mongolia,33.0
Bangladesh,Nepal,23664.0
Bangladesh,Netherlands,9194.0
Bangladesh,New Zealand,450.0
Bangladesh,North Macedonia,5.0
Bangladesh,Norway,28.0
Bangladesh,Oman,810.0
Bangladesh,Pakistan,51159.0
Bangladesh,Peru,27.0
Bangladesh,Philippines,3029.0
Bangladesh,Poland,2922.0
Bangladesh,Portugal,158.0
Bangladesh,Republic of Korea,4116.0
Bangladesh,Romania,305.0
Bangladesh,Russian Federation,12162.0
Bangladesh,Saint Lucia,3.0
Bangladesh,Samoa,47.0
Bangladesh,Serbia,48.0
Bangladesh,Singapore,5127.0
Bangladesh,Slovakia,1.0
Bangladesh,South Africa,591.0
Bangladesh,Spain,1441.0
Bangladesh,Sri Lanka,4477.0
Bangladesh,Suriname,8.0
Bangladesh,Sweden,343.0
Bangladesh,Switzerland,114.0
Bangladesh,Thailand,1502.0
Bangladesh,Togo,22.0
Bangladesh,Tunisia,2343.0
Bangladesh,Turkey,3743.0
Bangladesh,Uganda,26.0
Bangladesh,Ukraine,1946.0
Bangladesh,United Kingdom,14853.0
Bangladesh,United Republic of Tanzania,10.0
Bangladesh,United States of America,21232.0
Bangladesh,Uruguay,25.0
Bangladesh,Viet Nam,4378.0
Barbados,Anguilla,664.0
Barbados,Antigua and Barbuda,3073.0
Barbados,Aruba,76.0
Barbados,Bahamas,314.0
Barbados,Belgium,291.0
Barbados,Bermuda,252.0
Barbados,Brazil,28.0
Barbados,British Virgin Islands,583.0
Barbados,Bulgaria,5.0
Barbados,Canada,7248.0
Barbados,Cayman Islands,140.0
Barbados,Chile,3.0
Barbados,"China, Hong Kong SAR",19.0
Barbados,Colombia,1.0
Barbados,Cook Islands,4.0
Barbados,Costa Rica,1.0
Barbados,Cuba,264.0
Barbados,Denmark,41.0
Barbados,Dominica,967.0
Barbados,Dominican Republic,522.0
Barbados,France,4483.0
Barbados,Gabon,19.0
Barbados,Georgia,2.0
Barbados,Germany,390.0
Barbados,Grenada,2872.0
Barbados,Guyana,5460.0
Barbados,Honduras,1.0
Barbados,Italy,630.0
Barbados,Jamaica,11321.0
Barbados,Japan,4.0
Barbados,Montserrat,86.0
Barbados,Netherlands,2653.0
Barbados,New Zealand,1.0
Barbados,Panama,204.0
Barbados,Paraguay,305.0
Barbados,Saint Kitts and Nevis,1275.0
Barbados,Saint Lucia,7110.0
Barbados,Saint Vincent and the Grenadines,3534.0
Barbados,Sierra Leone,2.0
Barbados,Singapore,15.0
Barbados,South Africa,3.0
Barbados,Spain,257.0
Barbados,Suriname,1719.0
Barbados,Sweden,20.0
Barbados,Thailand,9.0
Barbados,Trinidad and Tobago,9577.0
Barbados,Turks and Caicos Islands,88.0
Barbados,United Kingdom,8189.0
Barbados,United States of America,32562.0
Belarus,Armenia,9526.0
Belarus,Australia,12.0
Belarus,Austria,565.0
Belarus,Azerbaijan,24336.0
Belarus,Bahrain,91.0
Belarus,Belgium,4141.0
Belarus,Benin,31.0
Belarus,Bulgaria,148.0
Belarus,Cameroon,18.0
Belarus,Canada,467.0
Belarus,"China, Hong Kong SAR",2523.0
Belarus,"China, mainland",17792.0
Belarus,Colombia,23.0
Belarus,Croatia,21.0
Belarus,Czechia,1275.0
Belarus,Côte d'Ivoire,524.0
Belarus,Democratic Republic of the Congo,39.0
Belarus,Denmark,346.0
Belarus,Egypt,305.0
Belarus,Estonia,1199.0
Belarus,France,4648.0
Belarus,Georgia,11902.0
Belarus,Germany,25944.0
Belarus,Ghana,3.0
Belarus,Greece,5.0
Belarus,Hungary,222.0
Belarus,Indonesia,21.0
Belarus,Iran (Islamic Republic of),32.0
Belarus,Iraq,30.0
Belarus,Israel,1392.0
Belarus,Italy,1151.0
Belarus,Japan,221.0
Belarus,Jordan,57.0
Belarus,Kazakhstan,145021.0
Belarus,Kyrgyzstan,57553.0
Belarus,Latvia,9041.0
Belarus,Libya,119.0
Belarus,Lithuania,51303.0
Belarus,Madagascar,5.0
Belarus,Malaysia,38.0
Belarus,Mongolia,4787.0
Belarus,Morocco,500.0
Belarus,Nepal,653.0
Belarus,Netherlands,5883.0
Belarus,New Zealand,146.0
Belarus,Nigeria,27.0
Belarus,North Macedonia,55.0
Belarus,Norway,35874.0
Belarus,Oman,2839.0
Belarus,Pakistan,688.0
Belarus,Panama,56.0
Belarus,Philippines,405.0
Belarus,Poland,13545.0
Belarus,Qatar,1239.0
Belarus,Republic of Korea,152.0
Belarus,Republic of Moldova,21321.0
Belarus,Romania,724.0
Belarus,Russian Federation,3771013.0
Belarus,Saudi Arabia,1407.0
Belarus,Serbia,1588.0
Belarus,Singapore,24.0
Belarus,Slovakia,32.0
Belarus,Slovenia,32.0
Belarus,South Africa,13.0
Belarus,Spain,92.0
Belarus,Sudan,1.0
Belarus,Sweden,1102.0
Belarus,Switzerland,1573.0
Belarus,Syrian Arab Republic,1594.0
Belarus,Tajikistan,15446.0
Belarus,Tunisia,91.0
Belarus,Turkey,10947.0
Belarus,Turkmenistan,6995.0
Belarus,Ukraine,94193.0
Belarus,United Arab Emirates,585.0
Belarus,United Kingdom,155.0
Belarus,United Republic of Tanzania,11.0
Belarus,United States of America,2175.0
Belarus,Uzbekistan,10431.0
Belarus,Venezuela (Bolivarian Republic of),218.0
Belarus,Viet Nam,5578.0
Belarus,Yemen,66.0
Belgium,Afghanistan,1351.0
Belgium,Albania,5026.0
Belgium,Algeria,167633.0
Belgium,Angola,45736.0
Belgium,Antigua and Barbuda,614.0
Belgium,Argentina,15448.0
Belgium,Armenia,7338.0
Belgium,Aruba,1635.0
Belgium,Australia,156750.0
Belgium,Austria,317801.0
Belgium,Azerbaijan,5842.0
Belgium,Bahamas,1998.0
Belgium,Bahrain,11886.0
Belgium,Bangladesh,27276.0
Belgium,Barbados,1458.0
Belgium,Belarus,11892.0
Belgium,Belize,776.0
Belgium,Benin,17044.0
Belgium,Bermuda,313.0
Belgium,Bolivia (Plurinational State of),844.0
Belgium,Bosnia and Herzegovina,9198.0
Belgium,Botswana,560.0
Belgium,Brazil,166420.0
Belgium,British Virgin Islands,12.0
Belgium,Brunei Darussalam,1063.0
Belgium,Bulgaria,61106.0
Belgium,Burkina Faso,5691.0
Belgium,Burundi,4856.0
Belgium,Cabo Verde,11664.0
Belgium,Cambodia,5220.0
Belgium,Cameroon,40649.0
Belgium,Canada,207371.0
Belgium,Cayman Islands,93.0
Belgium,Central African Republic,3066.0
Belgium,Chad,7235.0
Belgium,Chile,83069.0
Belgium,"China, Hong Kong SAR",98823.0
Belgium,"China, Macao SAR",139.0
Belgium,"China, Taiwan Province of",55914.0
Belgium,"China, mainland",461811.0
Belgium,Colombia,29445.0
Belgium,Comoros,855.0
Belgium,Congo,23189.0
Belgium,Cook Islands,155.0
Belgium,Costa Rica,8598.0
Belgium,Croatia,48478.0
Belgium,Cuba,20925.0
Belgium,Cyprus,50265.0
Belgium,Czechia,377390.0
Belgium,Côte d'Ivoire,51674.0
Belgium,Democratic People's Republic of Korea,24.0
Belgium,Democratic Republic of the Congo,67237.0
Belgium,Denmark,366089.0
Belgium,Djibouti,3337.0
Belgium,Dominica,516.0
Belgium,Dominican Republic,19137.0
Belgium,Ecuador,11522.0
Belgium,Egypt,117405.0
Belgium,El Salvador,5456.0
Belgium,Equatorial Guinea,11431.0
Belgium,Eritrea,18.0
Belgium,Estonia,66086.0
Belgium,Ethiopia,34807.0
Belgium,Falkland Islands (Malvinas),229.0
Belgium,Faroe Islands,276.0
Belgium,Fiji,1571.0
Belgium,Finland,202365.0
Belgium,France,9071393.0
Belgium,French Polynesia,8712.0
Belgium,Gabon,27571.0
Belgium,Gambia,4573.0
Belgium,Georgia,19823.0
Belgium,Germany,6625126.0
Belgium,Ghana,94457.0
Belgium,Greece,267566.0
Belgium,Grenada,520.0
Belgium,Guam,609.0
Belgium,Guatemala,10325.0
Belgium,Guinea,15681.0
Belgium,Guinea-Bissau,2150.0
Belgium,Guyana,1817.0
Belgium,Haiti,5977.0
Belgium,Honduras,5207.0
Belgium,Hungary,182975.0
Belgium,Iceland,18356.0
Belgium,India,55676.0
Belgium,Indonesia,100890.0
Belgium,Iran (Islamic Republic of),30140.0
Belgium,Iraq,65592.0
Belgium,Ireland,327482.0
Belgium,Israel,126109.0
Belgium,Italy,1491802.0
Belgium,Jamaica,14077.0
Belgium,Japan,337790.0
Belgium,Jordan,56918.0
Belgium,Kazakhstan,10266.0
Belgium,Kenya,17421.0
Belgium,Kiribati,16.0
Belgium,Kuwait,48949.0
Belgium,Kyrgyzstan,324.0
Belgium,Lao People's Democratic Republic,833.0
Belgium,Latvia,63096.0
Belgium,Lebanon,71535.0
Belgium,Lesotho,286.0
Belgium,Liberia,3200.0
Belgium,Libya,41119.0
Belgium,Lithuania,134310.0
Belgium,Luxembourg,1154223.0
Belgium,Madagascar,8764.0
Belgium,Malawi,1652.0
Belgium,Malaysia,64429.0
Belgium,Maldives,3189.0
Belgium,Mali,17087.0
Belgium,Malta,26314.0
Belgium,Mauritania,25965.0
Belgium,Mauritius,7881.0
Belgium,Mexico,57944.0
Belgium,Mongolia,1979.0
Belgium,Montenegro,3584.0
Belgium,Morocco,44078.0
Belgium,Mozambique,1113.0
Belgium,Myanmar,4200.0
Belgium,Namibia,2031.0
Belgium,Nepal,2183.0
Belgium,Netherlands,8825805.0
Belgium,New Caledonia,9857.0
Belgium,New Zealand,22271.0
Belgium,Nicaragua,2550.0
Belgium,Niger,9573.0
Belgium,Nigeria,98349.0
Belgium,North Macedonia,4832.0
Belgium,Norway,165182.0
Belgium,Oman,21198.0
Belgium,Pakistan,11926.0
Belgium,Palestine,985.0
Belgium,Panama,10370.0
Belgium,Papua New Guinea,2255.0
Belgium,Paraguay,1655.0
Belgium,Peru,9364.0
Belgium,Philippines,136003.0
Belgium,Poland,1097161.0
Belgium,Portugal,236805.0
Belgium,Qatar,37699.0
Belgium,Republic of Korea,170857.0
Belgium,Republic of Moldova,6029.0
Belgium,Romania,203981.0
Belgium,Russian Federation,307891.0
Belgium,Rwanda,6772.0
Belgium,"Saint Helena, Ascension and Tristan da Cunha",1.0
Belgium,Saint Kitts and Nevis,505.0
Belgium,Saint Lucia,1012.0
Belgium,Saint Pierre and Miquelon,257.0
Belgium,Saint Vincent and the Grenadines,33.0
Belgium,Samoa,18.0
Belgium,Sao Tome and Principe,590.0
Belgium,Saudi Arabia,172801.0
Belgium,Senegal,29142.0
Belgium,Serbia,42916.0
Belgium,Seychelles,4820.0
Belgium,Sierra Leone,4264.0
Belgium,Singapore,56881.0
Belgium,Slovakia,85410.0
Belgium,Slovenia,41367.0
Belgium,Solomon Islands,490.0
Belgium,Somalia,1337.0
Belgium,South Africa,122784.0
Belgium,Spain,1094801.0
Belgium,Sri Lanka,22872.0
Belgium,Sudan,8735.0
Belgium,Suriname,13217.0
Belgium,Sweden,502922.0
Belgium,Switzerland,211193.0
Belgium,Syrian Arab Republic,17958.0
Belgium,Tajikistan,1082.0
Belgium,Thailand,74020.0
Belgium,Togo,15493.0
Belgium,Tonga,23.0
Belgium,Trinidad and Tobago,7455.0
Belgium,Tunisia,14986.0
Belgium,Turkey,148374.0
Belgium,Turkmenistan,860.0
Belgium,Uganda,3148.0
Belgium,Ukraine,70941.0
Belgium,United Arab Emirates,139899.0
Belgium,United Kingdom,3509719.0
Belgium,United Republic of Tanzania,13775.0
Belgium,United States of America,961633.0
Belgium,Uruguay,13472.0
Belgium,Uzbekistan,7027.0
Belgium,Vanuatu,56.0
Belgium,Venezuela (Bolivarian Republic of),17914.0
Belgium,Viet Nam,107959.0
Belgium,Wallis and Futuna Islands,154.0
Belgium,Yemen,18803.0
Belgium,Zambia,2576.0
Belgium,Zimbabwe,2235.0
Belize,Antigua and Barbuda,105.0
Belize,Australia,10.0
Belize,Barbados,1414.0
Belize,Belgium,1354.0
Belize,Bulgaria,241.0
Belize,Canada,746.0
Belize,Chile,26.0
Belize,"China, Taiwan Province of",53.0
Belize,Costa Rica,4.0
Belize,Egypt,564.0
Belize,El Salvador,67.0
Belize,Estonia,32.0
Belize,France,284.0
Belize,Georgia,13.0
Belize,Germany,74.0
Belize,Guatemala,2936.0
Belize,Guyana,797.0
Belize,Honduras,119.0
Belize,India,525.0
Belize,Ireland,13968.0
Belize,Israel,67.0
Belize,Italy,25573.0
Belize,Jamaica,10657.0
Belize,Japan,1394.0
Belize,Lebanon,3.0
Belize,Mexico,144.0
Belize,Netherlands,5950.0
Belize,New Zealand,51.0
Belize,Norway,3.0
Belize,Pakistan,457.0
Belize,Peru,44.0
Belize,Philippines,22.0
Belize,Portugal,11945.0
Belize,Republic of Korea,430.0
Belize,Romania,4249.0
Belize,Saint Kitts and Nevis,79.0
Belize,Saint Lucia,94.0
Belize,Saint Vincent and the Grenadines,272.0
Belize,Seychelles,2.0
Belize,South Africa,239.0
Belize,Spain,6878.0
Belize,Sri Lanka,28.0
Belize,Suriname,258.0
Belize,Sweden,6.0
Belize,Switzerland,46.0
Belize,Thailand,1.0
Belize,United Kingdom,55168.0
Belize,United States of America,26693.0
Belize,Zambia,4.0
Benin,Armenia,3.0
Benin,Australia,11.0
Benin,Austria,2.0
Benin,Belarus,20808.0
Benin,Belgium,400.0
Benin,Brazil,11.0
Benin,Bulgaria,21.0
Benin,Burkina Faso,828.0
Benin,Canada,181.0
Benin,"China, Hong Kong SAR",854.0
Benin,"China, Taiwan Province of",3165.0
Benin,"China, mainland",54676.0
Benin,Colombia,1.0
Benin,Congo,63.0
Benin,Côte d'Ivoire,1085.0
Benin,Ecuador,70.0
Benin,Egypt,20332.0
Benin,France,1580.0
Benin,Germany,10.0
Benin,Ghana,800.0
Benin,India,148412.0
Benin,Indonesia,9994.0
Benin,Ireland,6.0
Benin,Italy,97.0
Benin,Japan,6.0
Benin,Kuwait,2.0
Benin,Lebanon,555.0
Benin,Malaysia,6693.0
Benin,Mali,370.0
Benin,Mauritania,295.0
Benin,Mongolia,4.0
Benin,Morocco,360.0
Benin,Nepal,1421.0
Benin,Netherlands,2660.0
Benin,Oman,5.0
Benin,Pakistan,2953.0
Benin,Portugal,1160.0
Benin,Republic of Korea,72.0
Benin,Russian Federation,4172.0
Benin,Senegal,374.0
Benin,Singapore,1399.0
Benin,Slovakia,1.0
Benin,South Africa,5353.0
Benin,Spain,1962.0
Benin,Switzerland,1390.0
Benin,Thailand,3228.0
Benin,Togo,1259.0
Benin,Tunisia,460.0
Benin,Turkey,19734.0
Benin,Ukraine,1.0
Benin,United Kingdom,34.0
Benin,United States of America,15171.0
Benin,Viet Nam,183403.0
Bermuda,Australia,1.0
Bermuda,Belgium,1.0
Bermuda,Canada,99.0
Bermuda,Chile,1.0
Bermuda,France,6.0
Bermuda,Spain,2.0
Bermuda,United Kingdom,131.0
Bermuda,United States of America,5302.0
Bhutan,Canada,1.0
Bhutan,France,1.0
Bhutan,Germany,4.0
Bhutan,India,9767.0
Bhutan,Japan,215.0
Bhutan,Pakistan,9.0
Bhutan,Singapore,97.0
Bhutan,Thailand,1.0
Bhutan,United Kingdom,1.0
Bolivia (Plurinational State of),Afghanistan,319.0
Bolivia (Plurinational State of),Argentina,34058.0
Bolivia (Plurinational State of),Australia,12196.0
Bolivia (Plurinational State of),Bahrain,80.0
Bolivia (Plurinational State of),Belgium,6671.0
Bolivia (Plurinational State of),Brazil,14955.0
Bolivia (Plurinational State of),Bulgaria,134.0
Bolivia (Plurinational State of),Canada,15547.0
Bolivia (Plurinational State of),Chile,48616.0
Bolivia (Plurinational State of),"China, Hong Kong SAR",356.0
Bolivia (Plurinational State of),"China, Macao SAR",10.0
Bolivia (Plurinational State of),"China, Taiwan Province of",415.0
Bolivia (Plurinational State of),"China, mainland",788.0
Bolivia (Plurinational State of),Colombia,363566.0
Bolivia (Plurinational State of),Costa Rica,593.0
Bolivia (Plurinational State of),Czechia,30.0
Bolivia (Plurinational State of),Denmark,881.0
Bolivia (Plurinational State of),Ecuador,53056.0
Bolivia (Plurinational State of),Finland,44.0
Bolivia (Plurinational State of),France,12242.0
Bolivia (Plurinational State of),Germany,47921.0
Bolivia (Plurinational State of),Greece,237.0
Bolivia (Plurinational State of),Guatemala,35.0
Bolivia (Plurinational State of),India,178.0
Bolivia (Plurinational State of),Indonesia,10.0
Bolivia (Plurinational State of),Ireland,446.0
Bolivia (Plurinational State of),Israel,2204.0
Bolivia (Plurinational State of),Italy,9398.0
Bolivia (Plurinational State of),Japan,5778.0
Bolivia (Plurinational State of),Kuwait,38.0
Bolivia (Plurinational State of),Lebanon,143.0
Bolivia (Plurinational State of),Lithuania,864.0
Bolivia (Plurinational State of),Luxembourg,20.0
Bolivia (Plurinational State of),Malaysia,728.0
Bolivia (Plurinational State of),Mexico,1029.0
Bolivia (Plurinational State of),Morocco,164.0
Bolivia (Plurinational State of),Myanmar,967.0
Bolivia (Plurinational State of),Netherlands,35136.0
Bolivia (Plurinational State of),New Zealand,1956.0
Bolivia (Plurinational State of),Panama,16.0
Bolivia (Plurinational State of),Paraguay,2879.0
Bolivia (Plurinational State of),Peru,202318.0
Bolivia (Plurinational State of),Poland,1462.0
Bolivia (Plurinational State of),Portugal,115.0
Bolivia (Plurinational State of),Republic of Korea,9895.0
Bolivia (Plurinational State of),Romania,71.0
Bolivia (Plurinational State of),Russian Federation,2474.0
Bolivia (Plurinational State of),Saudi Arabia,55.0
Bolivia (Plurinational State of),Singapore,337.0
Bolivia (Plurinational State of),Slovenia,264.0
Bolivia (Plurinational State of),South Africa,514.0
Bolivia (Plurinational State of),Spain,9614.0
Bolivia (Plurinational State of),Sweden,35.0
Bolivia (Plurinational State of),Switzerland,1041.0
Bolivia (Plurinational State of),Thailand,426.0
Bolivia (Plurinational State of),Turkey,210.0
Bolivia (Plurinational State of),Ukraine,96.0
Bolivia (Plurinational State of),United Arab Emirates,1568.0
Bolivia (Plurinational State of),United Kingdom,38863.0
Bolivia (Plurinational State of),United States of America,89249.0
Bolivia (Plurinational State of),Uruguay,5828.0
Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),57.0
Bolivia (Plurinational State of),Viet Nam,1158.0
Bosnia and Herzegovina,Albania,3984.0
Bosnia and Herzegovina,Angola,291.0
Bosnia and Herzegovina,Australia,761.0
Bosnia and Herzegovina,Austria,25773.0
Bosnia and Herzegovina,Azerbaijan,160.0
Bosnia and Herzegovina,Belgium,1940.0
Bosnia and Herzegovina,Bulgaria,1403.0
Bosnia and Herzegovina,Cameroon,101.0
Bosnia and Herzegovina,Canada,283.0
Bosnia and Herzegovina,"China, Hong Kong SAR",94.0
Bosnia and Herzegovina,"China, Taiwan Province of",5.0
Bosnia and Herzegovina,"China, mainland",408.0
Bosnia and Herzegovina,Croatia,64922.0
Bosnia and Herzegovina,Cyprus,439.0
Bosnia and Herzegovina,Czechia,1009.0
Bosnia and Herzegovina,Côte d'Ivoire,16.0
Bosnia and Herzegovina,Denmark,875.0
Bosnia and Herzegovina,Egypt,23.0
Bosnia and Herzegovina,Estonia,37.0
Bosnia and Herzegovina,France,2829.0
Bosnia and Herzegovina,French Polynesia,1.0
Bosnia and Herzegovina,Germany,25993.0
Bosnia and Herzegovina,Ghana,31.0
Bosnia and Herzegovina,Greece,1516.0
Bosnia and Herzegovina,Guinea,30.0
Bosnia and Herzegovina,Hungary,2951.0
Bosnia and Herzegovina,India,226.0
Bosnia and Herzegovina,Iran (Islamic Republic of),33.0
Bosnia and Herzegovina,Iraq,620.0
Bosnia and Herzegovina,Ireland,19.0
Bosnia and Herzegovina,Israel,126.0
Bosnia and Herzegovina,Italy,47459.0
Bosnia and Herzegovina,Japan,12.0
Bosnia and Herzegovina,Jordan,14.0
Bosnia and Herzegovina,Kuwait,107.0
Bosnia and Herzegovina,Kyrgyzstan,10.0
Bosnia and Herzegovina,Latvia,1.0
Bosnia and Herzegovina,Lebanon,1526.0
Bosnia and Herzegovina,Liberia,68.0
Bosnia and Herzegovina,Libya,96.0
Bosnia and Herzegovina,Lithuania,67.0
Bosnia and Herzegovina,Luxembourg,2.0
Bosnia and Herzegovina,Malaysia,706.0
Bosnia and Herzegovina,Malta,96.0
Bosnia and Herzegovina,Montenegro,35529.0
Bosnia and Herzegovina,Morocco,8.0
Bosnia and Herzegovina,Namibia,1.0
Bosnia and Herzegovina,Netherlands,3373.0
Bosnia and Herzegovina,Nigeria,16.0
Bosnia and Herzegovina,North Macedonia,41747.0
Bosnia and Herzegovina,Norway,326.0
Bosnia and Herzegovina,Palestine,19.0
Bosnia and Herzegovina,Poland,2703.0
Bosnia and Herzegovina,Portugal,56.0
Bosnia and Herzegovina,Qatar,24.0
Bosnia and Herzegovina,Republic of Korea,20.0
Bosnia and Herzegovina,Republic of Moldova,67.0
Bosnia and Herzegovina,Romania,333.0
Bosnia and Herzegovina,Russian Federation,27448.0
